time,height,w,temperature,qv,vapour_pressure,cloud_mass,rain_mass,surface_rain_rate,liquid_water_path,cond_rate,n_droplets,activated_fraction,S,Sc,droplet_radius,dr_dt
9.5,0.4973108864378758,0.09944274773731569,283.15,0.008619977872604328,1230.2149331577948,2.2127395670447244e-08,0.0,0.0,2.2127395670447244e-08,2.374504484214601e-09,8065038.831100905,0.08065038831100906,0.0024815915986122162,0.002296387088233775,1.1827618339048123e-06,1.6905886472163425e-08
10.0,0.5496468426808196,0.10467191248588766,283.15,0.008619976677440001,1230.2147660331711,2.332255999729668e-08,0.0,0.0,2.332255999729668e-08,2.3903286536988733e-09,8059108.338642074,0.08059108338642074,0.002481455411549123,0.002296387088233775,1.1911539052091654e-06,1.678414260870598e-08
10.5,0.6045970225932654,0.10990035982489149,283.15,0.008619975474440914,1230.2145977947955,2.4525559084037612e-08,0.0,0.0,2.4525559084037612e-08,2.4059981734818614e-09,8053138.324193246,0.08053138324193246,0.0024813183169081544,0.002296387088233775,1.1994863912332026e-06,1.6664972048074257e-08
11.0,0.6621610495528327,0.11512805391913454,283.15,0.00861997426368308,1230.2144284535518,2.5736316917541417e-08,0.0,0.0,2.5736316917541417e-08,2.4215156670076072e-09,8047129.1739753205,0.0804712917397532,0.0024811803235584374,0.002296387088233775,1.2077605337051568e-06,1.654828494390846e-08
11.5,0.7223385290221261,0.12035495893858689,283.15,0.008619973045241246,1230.2142580201407,2.695475875090398e-08,0.0,0.0,2.695475875090398e-08,2.4368836667251258e-09,8041081.267706018,0.08041081267706018,0.0024810414402197606,0.002296387088233775,1.215977531598302e-06,1.6433995786290145e-08
12.0,0.7851290485514395,0.12558103905862675,283.15,0.008619971819188936,1230.214086505084,2.818081106014934e-08,0.0,0.0,2.818081106014934e-08,2.45210461849072e-09,8034994.978753241,0.0803499497875324,0.0024809016754660965,0.002296387088233775,1.2241385431663535e-06,1.632202313610289e-08
12.5,0.8505321777815826,0.13080625846028615,283.15,0.008619970585598493,1230.213913918731,2.941440150301322e-08,0.0,0.0,2.941440150301322e-08,2.4671808857277604e-09,8028870.674368904,0.08028870674368904,0.0024807610377309704,0.002296387088233775,1.2322446878558728e-06,1.6212289379038687e-08
13.0,0.9185474684468308,0.13603058133049634,283.15,0.008619969344541116,1230.2137402712651,3.065545887968254e-08,0.0,0.0,3.065545887968254e-08,2.4821147533386437e-09,8022708.715923081,0.08022708715923081,0.002480619535312838,0.002296387088233775,1.240297048104645e-06,1.610472049754442e-08
13.5,0.9891744543779974,0.14125397186233335,283.15,0.008619968096086901,1230.213565572709,3.1903913095363933e-08,0.0,0.0,3.1903913095363933e-08,2.4969084313627863e-09,8016509.4590652995,0.08016509459065299,0.0024804771763787896,0.002296387088233775,1.2482966710342306e-06,1.5999245859171047e-08
14.0,1.0624126515056291,0.14647639425526338,283.15,0.008619966840304872,1230.2133898329298,3.3159695124582485e-08,0.0,0.0,3.3159695124582485e-08,2.511564058437107e-09,8010273.253934339,0.08010273253934339,0.0024803339689693665,0.002296387088233775,1.256244570044213e-06,1.5895798019965087e-08
14.5,1.138261557863323,0.15169781271538804,283.15,0.00861996557726302,1230.2132130616435,3.442273697710226e-08,0.0,0.0,3.442273697710226e-08,2.5260837050395486e-09,8004000.445311488,0.08004000445311488,0.0024801899210020817,0.002296387088233775,1.2641417263150332e-06,1.579431254164015e-08
